Unnamed: 0,course_name,Organization,skills,rating,reviews,metadata,skills_list,level,num_reviews,popularity,combined_text
177,UCI Project Management,"University of California, Irvine"," Leadership and Management, Strategy and Operations, Project Management, Planning",4.7,4.7(278 reviews),Beginner · Professional Certificate · 3 - 6 Months,"['leadership and management', 'strategy and operations', 'project management', 'planning']",0.0,278.0,0.35045941584951135,UCI Project Management leadership and management strategy and operations project management planning
178,(ISC)² Systems Security Certified Practitioner (SSCP),ISC2," Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",4.7,4.7(546 reviews),Beginner · Specialization · 3 - 6 Months,"['security engineering', 'system security', 'network security', 'software security', 'computer security incident management', 'leadership and management', 'security software', 'risk management', 'strategy and operations', 'algorithms', 'cloud computing', 'cryptography', 'cyberattacks', 'operations management', 'security strategy', 'human factors (security)', 'software-defined networking', 'cloud applications', 'communication', 'financial accounting']",0.0,546.0,0.41172862007927746,(ISC)² Systems Security Certified Practitioner (SSCP) security engineering system security network security software security computer security incident management leadership and management security software risk management strategy and operations algorithms cloud computing cryptography cyberattacks operations management security strategy human factors (security) software-defined networking cloud applications communication financial accounting
179,Crash Course on Python,Google," Computer Programming, Data Structures, Problem Solving, Python Programming",4.8,4.8(35K reviews),Beginner · Course · 1 - 3 Months,"['computer programming', 'data structures', 'problem solving', 'python programming']",0.0,35000.0,0.8104573533840149,Crash Course on Python computer programming data structures problem solving python programming
180,Programming for Everybody (Getting Started with Python),University of Michigan," Algorithms, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",4.8,4.8(225K reviews),Beginner · Course · 1 - 3 Months,"['algorithms', 'computational thinking', 'computer programming', 'computer programming tools', 'critical thinking', 'problem solving', 'programming principles', 'python programming', 'software engineering', 'theoretical computer science']",0.0,225000.0,0.9833993914363652,Programming for Everybody (Getting Started with Python) algorithms computational thinking computer programming computer programming tools critical thinking problem solving programming principles python programming software engineering theoretical computer science
181,Entrepreneurship,University of Pennsylvania," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",4.8,4.8(5.4K reviews),Beginner · Specialization · 3 - 6 Months,"['entrepreneurship', 'strategy', 'leadership and management', 'strategy and operations', 'planning', 'business development', 'entrepreneurial finance', 'innovation', 'finance', 'financial management', 'market research', 'business design', 'critical thinking', 'product strategy', 'business psychology', 'decision making', 'financial accounting', 'financial analysis', 'marketing', 'accounting', 'investment management', 'user research', 'collaboration', 'network model']",0.0,5400.0,0.6367657937689462,Entrepreneurship entrepreneurship strategy leadership and management strategy and operations planning business development entrepreneurial finance innovation finance financial management market research business design critical thinking product strategy business psychology decision making financial accounting financial analysis marketing accounting investment management user research collaboration network model
182,People and Soft Skills for Professional and Personal Success,IBM," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",4.6,4.6(708 reviews),Beginner · Specialization · 1 - 3 Months,"['leadership and management', 'communication', 'problem solving', 'critical thinking', 'planning', 'professional development', 'collaboration', 'people management', 'conflict management']",0.0,708.0,0.4226267149232479,People and Soft Skills for Professional and Personal Success leadership and management communication problem solving critical thinking planning professional development collaboration people management conflict management
183,Salesforce Sales Operations,Salesforce," Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization",4.6,4.6(1.2K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['sales', 'salesforce', 'customer relationship management', 'sales systems', 'account management', 'leadership and management', 'strategy and operations', 'business process management', 'customer success', 'marketing', 'operations management', 'strategy', 'b2b sales', 'data visualization software', 'databases', 'business analysis', 'data visualization']",0.0,1200.0,0.469571740642114,Salesforce Sales Operations sales salesforce customer relationship management sales systems account management leadership and management strategy and operations business process management customer success marketing operations management strategy b2b sales data visualization software databases business analysis data visualization
184,"Influencing: Storytelling, Change Management and Governance",Macquarie University," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",4.8,4.8(3.6K reviews),Beginner · Specialization · 3 - 6 Months,"['leadership and management', 'communication', 'business psychology', 'strategy and operations', 'change management', 'conflict management', 'influencing', 'organizational development', 'risk management', 'marketing', 'negotiation', 'sales', 'critical thinking', 'decision making', 'entrepreneurship', 'human resources', 'probability & statistics', 'business communication', 'employee relations', 'business process management', 'innovation', 'people management', 'regulations and compliance', 'storytelling']",0.0,3600.0,0.5990891722305555,"Influencing: Storytelling, Change Management and Governance leadership and management communication business psychology strategy and operations change management conflict management influencing organizational development risk management marketing negotiation sales critical thinking decision making entrepreneurship human resources probability & statistics business communication employee relations business process management innovation people management regulations and compliance storytelling"
185,Generative AI: Introduction and Applications,IBM, Natural Language Processing,4.6,4.6(75 reviews),Beginner · Course · 1 - 4 Weeks,['natural language processing'],0.0,75.0,0.22372125233194515,Generative AI: Introduction and Applications natural language processing
186,"Assets, Threats, and Vulnerabilities",Google," Cryptography, Linux",4.8,4.8(1.3K reviews),Beginner · Course · 1 - 4 Weeks,"['cryptography', 'linux']",0.0,1300.0,0.5044657073496666,"Assets, Threats, and Vulnerabilities cryptography linux"
187,Genomic Data Science,Johns Hopkins University," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",4.5,4.5(6.2K reviews),Intermediate · Specialization · 3 - 6 Months,"['bioinformatics', 'computer programming', 'data analysis', 'python programming', 'computational thinking', 'general statistics', 'exploratory data analysis', 'r programming', 'data analysis software', 'algorithms', 'computer programming tools', 'biostatistics', 'statistical analysis', 'programming principles', 'probability & statistics', 'statistical tests', 'data structures', 'operating systems', 'research and design', 'big data', 'computational logic', 'problem solving', 'statistical programming', 'experiment', 'correlation and dependence']",1.0,6200.0,0.5988772495713557,Genomic Data Science bioinformatics computer programming data analysis python programming computational thinking general statistics exploratory data analysis r programming data analysis software algorithms computer programming tools biostatistics statistical analysis programming principles probability & statistics statistical tests data structures operating systems research and design big data computational logic problem solving statistical programming experiment correlation and dependence
188,The Business of Health Care,University of Pennsylvania," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,4.6(1.8K reviews),Beginner · Specialization · 3 - 6 Months,"['leadership and management', 'finance', 'decision making', 'performance management', 'strategy and operations', 'operations management', 'business analysis', 'financial analysis', 'financial management', 'business psychology', 'accounting', 'accounts payable and receivable', 'financial accounting', 'general accounting', 'management accounting', 'people management', 'people analysis', 'strategy', 'business process management', 'innovation', 'leadership development', 'payments', 'behavioral economics', 'problem solving', 'compensation', 'correlation and dependence', 'insurance sales', 'research and design', 'risk management']",0.0,1800.0,0.5056620236611182,The Business of Health Care leadership and management finance decision making performance management strategy and operations operations management business analysis financial analysis financial management business psychology accounting accounts payable and receivable financial accounting general accounting management accounting people management people analysis strategy business process management innovation leadership development payments behavioral economics problem solving compensation correlation and dependence insurance sales research and design risk management
189,Diseño de Experiencia del Usuario (UX) de Google,Google," User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit",4.8,4.8(3.5K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['user experience', 'user experience design', 'research and design', 'visual design', 'communication', 'design and product', 'persona research', 'product design', 'user research', 'adaptability', 'graphic design', 'collaboration', 'leadership and management', 'mobile development', 'planning', 'web design', 'audit']",0.0,3500.0,0.5964716181621512,Diseño de Experiencia del Usuario (UX) de Google user experience user experience design research and design visual design communication design and product persona research product design user research adaptability graphic design collaboration leadership and management mobile development planning web design audit
190,Organizational Analysis,Stanford University," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",4.6,4.6(1.4K reviews),Beginner · Course · 1 - 3 Months,"['leadership and management', 'organizational development', 'strategy', 'strategy and operations', 'decision making', 'business psychology', 'change management', 'culture', 'business analysis', 'business process management']",0.0,1400.0,0.48329143388406137,Organizational Analysis leadership and management organizational development strategy strategy and operations decision making business psychology change management culture business analysis business process management
191,Six Sigma Yellow Belt,University System of Georgia," Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Analysis, Statistical Tests, Critical Thinking, Basic Descriptive Statistics, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Probability Distribution, Collaboration, Entrepreneurship, Business Psychology, Communication",4.6,4.6(9K reviews),Beginner · Specialization · 3 - 6 Months,"['process analysis', 'strategy and operations', 'leadership and management', 'data analysis', 'business analysis', 'business process management', 'performance management', 'probability & statistics', 'operational analysis', 'organizational development', 'problem solving', 'project management', 'general statistics', 'planning', 'statistical analysis', 'statistical tests', 'critical thinking', 'basic descriptive statistics', 'operations management', 'statistical visualization', 'correlation and dependence', 'customer relationship management', 'probability distribution', 'collaboration', 'entrepreneurship', 'business psychology', 'communication']",0.0,9000.0,0.6489759997096478,Six Sigma Yellow Belt process analysis strategy and operations leadership and management data analysis business analysis business process management performance management probability & statistics operational analysis organizational development problem solving project management general statistics planning statistical analysis statistical tests critical thinking basic descriptive statistics operations management statistical visualization correlation and dependence customer relationship management probability distribution collaboration entrepreneurship business psychology communication
192,Analyze Data to Answer Questions,Google," Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",4.6,4.6(9.9K reviews),Beginner · Course · 1 - 4 Weeks,"['data analysis', 'data management', 'microsoft excel', 'sql', 'spreadsheet software']",0.0,9900.0,0.6574644319984733,Analyze Data to Answer Questions data analysis data management microsoft excel sql spreadsheet software
193,Strategic Leadership and Management,University of Illinois at Urbana-Champaign," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",4.8,4.8(8.8K reviews),Beginner · Specialization · 3 - 6 Months,"['leadership and management', 'strategy and operations', 'strategy', 'leadership development', 'decision making', 'entrepreneurship', 'organizational development', 'business analysis', 'business process management', 'change management', 'business design', 'business development', 'business transformation', 'critical thinking', 'culture', 'performance management', 'problem solving', 'operations management', 'human resources', 'marketing', 'operational analysis', 'sales', 'adaptability', 'conflict management', 'influencing', 'negotiation', 'business psychology', 'research and design']",0.0,8800.0,0.6821482146834058,Strategic Leadership and Management leadership and management strategy and operations strategy leadership development decision making entrepreneurship organizational development business analysis business process management change management business design business development business transformation critical thinking culture performance management problem solving operations management human resources marketing operational analysis sales adaptability conflict management influencing negotiation business psychology research and design
194,Machine Learning on Google Cloud,Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",4.5,4.5(9.6K reviews),Intermediate · Specialization · 3 - 6 Months,"['machine learning', 'applied machine learning', 'google cloud platform', 'human learning', 'machine learning software', 'cloud computing', 'machine learning algorithms', 'deep learning', 'cloud platforms', 'artificial neural networks', 'feature engineering', 'exploratory data analysis', 'tensorflow', 'python programming', 'data analysis', 'data visualization', 'probability & statistics', 'regression', 'statistical programming', 'statistical visualization', 'algorithms', 'sql', 'cloud api', 'apache', 'extract', 'transform', 'load']",1.0,9600.0,0.6369685706883792,Machine Learning on Google Cloud machine learning applied machine learning google cloud platform human learning machine learning software cloud computing machine learning algorithms deep learning cloud platforms artificial neural networks feature engineering exploratory data analysis tensorflow python programming data analysis data visualization probability & statistics regression statistical programming statistical visualization algorithms sql cloud api apache extract transform load
195,Cybersecurity Fundamentals,IBM," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",4.8,4.8(411 reviews),Beginner · Specialization · 3 - 6 Months,"['system security', 'cyberattacks', 'cryptography', 'network security', 'security engineering']",0.0,411.0,0.39759356051341127,Cybersecurity Fundamentals system security cyberattacks cryptography network security security engineering
196,Human Resource Management: HR for People Managers,University of Minnesota," Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Visualization (Computer Graphics), Benefits, Business Analysis, Culture",4.8,4.8(14K reviews),Beginner · Specialization · 3 - 6 Months,"['human resources', 'human resources operations', 'employee relations', 'strategy and operations', 'people management', 'leadership and management', 'communication', 'strategy', 'compensation', 'people development', 'performance management', 'organizational development', 'planning', 'professional development', 'recruitment', 'business psychology', 'people analysis', 'visualization (computer graphics)', 'benefits', 'business analysis', 'culture']",0.0,14000.0,0.725298341990244,Human Resource Management: HR for People Managers human resources human resources operations employee relations strategy and operations people management leadership and management communication strategy compensation people development performance management organizational development planning professional development recruitment business psychology people analysis visualization (computer graphics) benefits business analysis culture
197,U.S. Federal Taxation,University of Illinois at Urbana-Champaign," Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits",4.8,4.8(831 reviews),Intermediate · Specialization · 3 - 6 Months,"['taxes', 'accounting', 'financial accounting', 'finance', 'critical thinking', 'general accounting', 'regulations and compliance', 'financial analysis', 'corporate accouting', 'generally accepted accounting principles (gaap)', 'problem solving', 'benefits']",1.0,831.0,0.46291488778619505,U.S. Federal Taxation taxes accounting financial accounting finance critical thinking general accounting regulations and compliance financial analysis corporate accouting generally accepted accounting principles (gaap) problem solving benefits
198,Algorithms for Battery Management Systems,University of Colorado Boulder," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",4.7,4.7(2.4K reviews),Intermediate · Specialization · 3 - 6 Months,"['estimation', 'mathematics', 'algorithms', 'probability & statistics', 'mathematical theory & analysis', 'systems design', 'research and design', 'general statistics', 'critical thinking', 'computer programming', 'algebra', 'product design', 'correlation and dependence', 'design and product', 'linear algebra', 'problem solving', 'process analysis', 'computer programming tools', 'data model', 'material handling', 'leadership and management', 'probability distribution', 'product lifecycle', 'regression']",1.0,2400.0,0.5463452578102642,Algorithms for Battery Management Systems estimation mathematics algorithms probability & statistics mathematical theory & analysis systems design research and design general statistics critical thinking computer programming algebra product design correlation and dependence design and product linear algebra problem solving process analysis computer programming tools data model material handling leadership and management probability distribution product lifecycle regression
199,Google Project Management,Google," Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, C++ Programming, People Analysis, Critical Thinking, Network Security, Adaptability, Organizational Development, Project Management, Culture",4.6,4.6(174 reviews),Beginner · Professional Certificate · 3 - 6 Months,"['leadership and management', 'planning', 'communication', 'strategy', 'strategy and operations', 'business analysis', 'business development', 'business psychology', 'collaboration', 'decision making', 'design and product', 'data analysis', 'entrepreneurship', 'business communication', 'conflict management', 'emotional intelligence', 'people management', 'c++ programming', 'people analysis', 'critical thinking', 'network security', 'adaptability', 'organizational development', 'project management', 'culture']",0.0,174.0,0.2980107945436933,Google Project Management leadership and management planning communication strategy strategy and operations business analysis business development business psychology collaboration decision making design and product data analysis entrepreneurship business communication conflict management emotional intelligence people management c++ programming people analysis critical thinking network security adaptability organizational development project management culture
200,Fundamentals of Project Planning and Management,University of Virginia," Project Management, Strategy and Operations, Leadership and Management, Planning",4.7,4.7(9.5K reviews),Beginner · Course · 1 - 4 Weeks,"['project management', 'strategy and operations', 'leadership and management', 'planning']",0.0,9500.0,0.6715262966978132,Fundamentals of Project Planning and Management project management strategy and operations leadership and management planning
201,Medical Billing and Coding Fundamentals,MedCerts," Communication, Critical Thinking, Leadership and Management",4.8,4.8(254 reviews),Beginner · Specialization · 3 - 6 Months,"['communication', 'critical thinking', 'leadership and management']",0.0,254.0,0.35300314817786405,Medical Billing and Coding Fundamentals communication critical thinking leadership and management
202,Data Analysis with R Programming,Google," R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",4.8,4.8(9K reviews),Beginner · Course · 1 - 3 Months,"['r programming', 'data analysis', 'computer programming', 'data visualization', 'sql']",0.0,9000.0,0.6842366791830332,Data Analysis with R Programming r programming data analysis computer programming data visualization sql
203,"Product Ideation, Design, and Management","University of Maryland, College Park"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation",4.5,4.5(492 reviews),Beginner · Specialization · 3 - 6 Months,"['leadership and management', 'design and product', 'strategy and operations', 'product management', 'entrepreneurship', 'product development', 'strategy', 'product design', 'marketing', 'product strategy', 'research and design', 'market research', 'market analysis', 'product marketing', 'finance', 'sales', 'investment management', 'planning', 'project management', 'financial analysis', 'financial management', 'business psychology', 'budget management', 'entrepreneurial finance', 'software engineering tools', 'innovation']",0.0,492.0,0.37825709925704565,"Product Ideation, Design, and Management leadership and management design and product strategy and operations product management entrepreneurship product development strategy product design marketing product strategy research and design market research market analysis product marketing finance sales investment management planning project management financial analysis financial management business psychology budget management entrepreneurial finance software engineering tools innovation"
204,Global Procurement and Sourcing,Rutgers the State University of New Jersey," Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",4.7,4.7(1.9K reviews),Beginner · Specialization · 3 - 6 Months,"['procurement', 'customer relationship management', 'leadership and management', 'negotiation', 'supplier relationship management']",0.0,1900.0,0.5250946719959007,Global Procurement and Sourcing procurement customer relationship management leadership and management negotiation supplier relationship management
205,Sound the Alarm: Detection and Response,Google," Linux, Network Security, Computer Security Incident Management, Leadership and Management",4.8,4.8(946 reviews),Beginner · Course · 1 - 4 Weeks,"['linux', 'network security', 'computer security incident management', 'leadership and management']",0.0,946.0,0.474947932993861,Sound the Alarm: Detection and Response linux network security computer security incident management leadership and management
206,Excel Basics for Data Analysis,IBM," Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science",4.8,4.8(6.9K reviews),Beginner · Course · 1 - 3 Months,"['microsoft excel', 'spreadsheet software', 'data analysis', 'data science']",0.0,6900.0,0.6595445188142784,Excel Basics for Data Analysis microsoft excel spreadsheet software data analysis data science
207,Introduction to Calculus,The University of Sydney," Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",4.8,4.8(3.5K reviews),Intermediate · Course · 1 - 3 Months,"['algebra', 'calculus', 'mathematical theory & analysis', 'mathematics', 'problem solving', 'computational logic', 'critical thinking', 'differential equations', 'plot (graphics)', 'linear algebra']",1.0,3500.0,0.5964716181621512,Introduction to Calculus algebra calculus mathematical theory & analysis mathematics problem solving computational logic critical thinking differential equations plot (graphics) linear algebra
208,MATLAB Programming for Engineers and Scientists,Vanderbilt University," Computer Programming, Other Programming Languages, Matlab, Data Analysis, Algorithms, Theoretical Computer Science, Data Visualization, Mathematics, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Statistical Machine Learning, General Statistics, Problem Solving, Programming Principles",4.8,4.8(18K reviews),Beginner · Specialization · 3 - 6 Months,"['computer programming', 'other programming languages', 'matlab', 'data analysis', 'algorithms', 'theoretical computer science', 'data visualization', 'mathematics', 'plot (graphics)', 'visualization (computer graphics)', 'computer graphics', 'statistical machine learning', 'general statistics', 'problem solving', 'programming principles']",0.0,18000.0,0.7486548344384265,MATLAB Programming for Engineers and Scientists computer programming other programming languages matlab data analysis algorithms theoretical computer science data visualization mathematics plot (graphics) visualization (computer graphics) computer graphics statistical machine learning general statistics problem solving programming principles
209,Medical Terminology,Rice University," Human Learning, Communication",4.9,4.9(423 reviews),Beginner · Specialization · 3 - 6 Months,"['human learning', 'communication']",0.0,423.0,0.41197616963586986,Medical Terminology human learning communication
210,System Administration and IT Infrastructure Services,Google," Cloud Computing, Leadership and Management",4.7,4.7(24K reviews),Beginner · Course · 1 - 3 Months,"['cloud computing', 'leadership and management']",0.0,24000.0,0.7558622352122034,System Administration and IT Infrastructure Services cloud computing leadership and management
211,Capstone: Applying Project Management in the Real World,Google," Communication, Leadership and Management, Planning, Problem Solving, Project Management",4.8,4.8(7.2K reviews),Beginner · Course · 1 - 4 Weeks,"['communication', 'leadership and management', 'planning', 'problem solving', 'project management']",0.0,7200.0,0.6634995844776178,Capstone: Applying Project Management in the Real World communication leadership and management planning problem solving project management
213,Management Consulting,Emory University," Leadership and Management, Business Communication, Critical Thinking, Problem Solving, Decision Making, Strategy, Business Development, Business Intelligence, Communication, Market Research, Data Analysis, People Analysis, People Management, Process Analysis, Project Management, Strategy and Operations, Data Management",4.8,4.8(619 reviews),Beginner · Specialization · 3 - 6 Months,"['leadership and management', 'business communication', 'critical thinking', 'problem solving', 'decision making', 'strategy', 'business development', 'business intelligence', 'communication', 'market research', 'data analysis', 'people analysis', 'people management', 'process analysis', 'project management', 'strategy and operations', 'data management']",0.0,619.0,0.4355790873103843,Management Consulting leadership and management business communication critical thinking problem solving decision making strategy business development business intelligence communication market research data analysis people analysis people management process analysis project management strategy and operations data management
214,Share Data Through the Art of Visualization,Google," Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software",4.6,4.6(8K reviews),Beginner · Course · 1 - 4 Weeks,"['business communication', 'data analysis', 'data visualization', 'data visualization software', 'tableau software']",0.0,8000.0,0.6384862347128425,Share Data Through the Art of Visualization business communication data analysis data visualization data visualization software tableau software
215,Financial Engineering and Risk Management,Columbia University," Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming",4.5,4.5(217 reviews),Intermediate · Specialization · 3 - 6 Months,"['finance', 'risk management', 'probability & statistics', 'leadership and management', 'mathematics', 'investment management', 'securities sales', 'securities trading', 'computer programming']",1.0,217.0,0.30715432024419836,Financial Engineering and Risk Management finance risk management probability & statistics leadership and management mathematics investment management securities sales securities trading computer programming
216,Project Management,University of Colorado Boulder," Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Adaptability, Organizational Development, Data Analysis, Estimation, Budget Management",4.8,4.8(506 reviews),Beginner · Specialization · 1 - 3 Months,"['leadership and management', 'project management', 'planning', 'strategy and operations', 'product management', 'agile software development', 'people management', 'strategy', 'scrum (software development)', 'performance management', 'risk management', 'business process management', 'business communication', 'decision making', 'adaptability', 'organizational development', 'data analysis', 'estimation', 'budget management']",0.0,506.0,0.4168781274495058,Project Management leadership and management project management planning strategy and operations product management agile software development people management strategy scrum (software development) performance management risk management business process management business communication decision making adaptability organizational development data analysis estimation budget management
218,Automate Cybersecurity Tasks with Python,Google," Python Programming, Algorithms, Computer Programming",4.8,4.8(918 reviews),Beginner · Course · 1 - 4 Weeks,"['python programming', 'algorithms', 'computer programming']",0.0,918.0,0.4721584313869093,Automate Cybersecurity Tasks with Python python programming algorithms computer programming
219,Microsoft Azure Fundamentals AZ-900 Exam Prep,Microsoft," Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Product Lifecycle, Security Software, Databases",4.6,4.6(2.4K reviews),Beginner · Specialization · 3 - 6 Months,"['cloud computing', 'microsoft azure', 'cloud management', 'cloud applications', 'cloud infrastructure', 'cloud platforms', 'network security', 'cloud engineering', 'cloud standards', 'devops', 'leadership and management', 'system security', 'cloud storage', 'machine learning', 'software as a service', 'cloud-based integration', 'software security', 'data management', 'product lifecycle', 'security software', 'databases']",0.0,2400.0,0.5312736644913602,Microsoft Azure Fundamentals AZ-900 Exam Prep cloud computing microsoft azure cloud management cloud applications cloud infrastructure cloud platforms network security cloud engineering cloud standards devops leadership and management system security cloud storage machine learning software as a service cloud-based integration software security data management product lifecycle security software databases
220,Build Wireframes and Low-Fidelity Prototypes,Google," Product Design, User Experience, User Research",4.9,4.9(7.9K reviews),Beginner · Course · 1 - 4 Weeks,"['product design', 'user experience', 'user research']",0.0,7900.0,0.6894998201211702,Build Wireframes and Low-Fidelity Prototypes product design user experience user research
221,Databases and SQL for Data Science with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Management, Data Structures, Database Administration, Database Application, Database Theory, Databases, SQL, Cloud Computing, IBM Cloud",4.6,4.6(19K reviews),Beginner · Course · 1 - 3 Months,"['python programming', 'computer programming', 'data analysis', 'data management', 'data structures', 'database administration', 'database application', 'database theory', 'databases', 'sql', 'cloud computing', 'ibm cloud']",0.0,19000.0,0.7155256028706845,Databases and SQL for Data Science with Python python programming computer programming data analysis data management data structures database administration database application database theory databases sql cloud computing ibm cloud
222,The Business of Music Production,Berklee," Creativity, Critical Thinking, Regulations and Compliance, Problem Solving, Process Analysis, Writing, Decision Making, Business Analysis, Deep Learning, Strategy, Leadership and Management",4.8,4.8(5K reviews),Beginner · Specialization · 3 - 6 Months,"['creativity', 'critical thinking', 'regulations and compliance', 'problem solving', 'process analysis', 'writing', 'decision making', 'business analysis', 'deep learning', 'strategy', 'leadership and management']",0.0,5000.0,0.6296141648568104,The Business of Music Production creativity critical thinking regulations and compliance problem solving process analysis writing decision making business analysis deep learning strategy leadership and management
